young_score,middle_score,old_score,age
0.23863622546195984,0.2250281274318695,0.21308612823486328,20
0.23207488656044006,0.20908795297145844,0.20565684139728546,20
0.21787294745445251,0.19721409678459167,0.19602303206920624,20
0.22670841217041016,0.20993508398532867,0.2172144204378128,20
0.24571482837200165,0.21297284960746765,0.2107786387205124,20
0.23440970480442047,0.2145305871963501,0.2113649696111679,20
0.22702321410179138,0.22911106050014496,0.22204525768756866,20
0.23337264358997345,0.22515007853507996,0.21344077587127686,20
0.23001740872859955,0.21736621856689453,0.2165391743183136,20
0.22044257819652557,0.21487154066562653,0.20766538381576538,20
0.20459263026714325,0.1969587653875351,0.1816481053829193,20
0.22693271934986115,0.21488429605960846,0.20695462822914124,20
0.2404816448688507,0.21207326650619507,0.20748145878314972,20
0.23291803896427155,0.21422024071216583,0.2125535011291504,20
0.22807087004184723,0.23317073285579681,0.22058357298374176,20
0.21950048208236694,0.21432368457317352,0.20712363719940186,20
0.21284353733062744,0.19242486357688904,0.18318070471286774,20
0.23518018424510956,0.20704011619091034,0.2064543068408966,20
0.2262546867132187,0.22499936819076538,0.19921939074993134,20
0.22431045770645142,0.19892986118793488,0.18519119918346405,20
0.22899116575717926,0.22883212566375732,0.20246261358261108,20
0.23455041646957397,0.22317028045654297,0.19516246020793915,20
0.23489876091480255,0.22535036504268646,0.207230806350708,20
0.23813697695732117,0.2225402295589447,0.22173258662223816,20
0.24055112898349762,0.22474008798599243,0.1974705159664154,20
0.23138168454170227,0.24110066890716553,0.22796736657619476,20
0.22643528878688812,0.19581545889377594,0.19766652584075928,20
0.2196579873561859,0.22230401635169983,0.21514320373535156,20
0.2150515764951706,0.22872735559940338,0.22995014488697052,20
0.22277069091796875,0.2135486900806427,0.2113064080476761,20
0.23061536252498627,0.20459090173244476,0.20157282054424286,20
0.21849983930587769,0.21344320476055145,0.20374412834644318,20
0.2246270328760147,0.22038857638835907,0.22020316123962402,20
0.2192491590976715,0.21670211851596832,0.21486987173557281,20
0.2204674780368805,0.2143017202615738,0.20238986611366272,20
0.22601811587810516,0.21340426802635193,0.21640706062316895,20
0.23320841789245605,0.2211330085992813,0.21061120927333832,20
0.23622633516788483,0.2308359295129776,0.21773017942905426,20
0.21281211078166962,0.2120375633239746,0.21128128468990326,20
0.2063630074262619,0.2104143500328064,0.21883392333984375,20
0.22350509464740753,0.22081102430820465,0.22064194083213806,20
0.22807058691978455,0.2069873958826065,0.20361223816871643,20
0.23596201837062836,0.19429107010364532,0.19043946266174316,20
0.22120560705661774,0.20983584225177765,0.19500882923603058,20
0.23513920605182648,0.22394022345542908,0.22302810847759247,20
0.21286098659038544,0.2116582989692688,0.20167328417301178,20
0.22779199481010437,0.199888676404953,0.20212233066558838,20
0.24356192350387573,0.2202165573835373,0.22426405549049377,20
0.24722035229206085,0.2097412645816803,0.21677424013614655,20
